ID,Make,Model,Year
8471,Kawasaki,KX60,1994
8472,Kawasaki,KX60,1995
8473,Kawasaki,KX60,1996
8474,Kawasaki,KX60,1997
8475,Kawasaki,KX60,1998
8476,Kawasaki,KX60,1999
8477,Kawasaki,KX60,2000
8478,Kawasaki,KX60,2001
8479,Kawasaki,KX60,2002
8480,Kawasaki,KX60,2003
8481,Kawasaki,KX60,2004
8482,Kawasaki,KX60,2005
8483,Kawasaki,KX60,2006
8484,Kawasaki,KX60,2007
8485,Kawasaki,KX65,2000
8486,Kawasaki,KX65,2001
8487,Kawasaki,KX65,2002
8488,Kawasaki,KX65,2003
8489,Kawasaki,KX65,2004
8490,Kawasaki,KX65,2005
8491,Kawasaki,KX65,2006
8492,Kawasaki,KX65,2007
8493,Kawasaki,KX65,2008
8494,Kawasaki,KX65,2009
8495,Kawasaki,KX65,2010
8496,Kawasaki,KX65,2011
8497,Kawasaki,KX65,2012
8498,Kawasaki,KX65,2013
8499,Kawasaki,KX65,2014
8500,Kawasaki,KX65,2015
8501,Kawasaki,KX65,2016
8502,Kawasaki,KX65,2017
8503,Kawasaki,KX80 A,1979
8504,Kawasaki,KX80 A,1980
8505,Kawasaki,KX80 B,1979
8506,Kawasaki,KX80 B,1980
8507,Kawasaki,KX80 C,1981
8508,Kawasaki,KX80 C,1982
8509,Kawasaki,KX80 D,1981
8510,Kawasaki,KX80 D,1982
8511,Kawasaki,KX80 E,1983
8512,Kawasaki,KX80 E,1984
8513,Kawasaki,KX80 E,1985
8514,Kawasaki,KX80 F,1983
8515,Kawasaki,KX80 F,1984
8516,Kawasaki,KX80 F,1985
8517,Kawasaki,KX80 H,1986
8518,Kawasaki,KX80 H,1987
8519,Kawasaki,KX80 M,1987
8520,Kawasaki,KX80 M,1988
8521,Kawasaki,KX80 M,1989
8522,Kawasaki,KX80 M,1990
8523,Kawasaki,KX80 N,1988
8524,Kawasaki,KX80 N,1989
8525,Kawasaki,KX80 P,1990
8526,Kawasaki,KX80 P,1991
8527,Kawasaki,KX80 S,1990
8528,Kawasaki,KX80 S,1991
8529,Kawasaki,KX80 S,1992
8530,Kawasaki,KX80 S,1993
8531,Kawasaki,KX80 S,1994
8532,Kawasaki,KX80 S,1995
8533,Kawasaki,KX80 S,1996
8534,Kawasaki,KX80 S,1997
8535,Kawasaki,KX80 X,1998
8536,Kawasaki,KX80 X,1999
8537,Kawasaki,KX80 X,2000
8538,Kawasaki,KX85,2001
8539,Kawasaki,KX85,2002
8540,Kawasaki,KX85,2003
8541,Kawasaki,KX85,2004
8542,Kawasaki,KX85,2005
8543,Kawasaki,KX85,2006
8544,Kawasaki,KX85,2007
8545,Kawasaki,KX85,2008
8546,Kawasaki,KX85,2009
8547,Kawasaki,KX85,2010
8548,Kawasaki,KX85,2011
8549,Kawasaki,KX85,2012
8550,Kawasaki,KX85,2013
8551,Kawasaki,KX85,2014
8552,Kawasaki,KX85,2015
8553,Kawasaki,KX85,2016
8554,Kawasaki,KX85,2017
8555,Kawasaki,KX85 II,2001
8556,Kawasaki,KX85 II,2002
8557,Kawasaki,KX85 II,2003
8558,Kawasaki,KX85 II,2004
8559,Kawasaki,KX85 II,2005
8560,Kawasaki,KX85 II,2006
8561,Kawasaki,KX85 II,2007
8562,Kawasaki,KX85 II,2008
8563,Kawasaki,KX85 II,2009
8564,Kawasaki,KX85 II,2010
8565,Kawasaki,KX85 II,2011
8566,Kawasaki,KX85 II,2012
8567,Kawasaki,KX85 II,2013
8568,Kawasaki,KX85 II,2014
8569,Kawasaki,KX85 II,2015
8570,Kawasaki,KX85 II,2016
8571,Kawasaki,KX85 II,2017
8572,Kawasaki,KXT250,1984
8573,Kawasaki,KXT250,1985
8574,Kawasaki,KZ440 D (Ltd),1980
8575,Kawasaki,KZ440 D (Ltd),1981
8576,Kawasaki,KZ440 D (Ltd),1982
8577,Kawasaki,KZ440 D (Ltd),1983
8578,Kawasaki,KZ440 D (Ltd),1984
8579,Kawasaki,KZ650 SR,1978
8580,Kawasaki,KZ650 SR,1979
8581,Kawasaki,KZ750,1980
8582,Kawasaki,KZ750,1981
8583,Kawasaki,KZ750,1982
8584,Kawasaki,KZ750 Ltd Twin,1983
8585,Kawasaki,MT1,1972
8586,Kawasaki,MT1,1973
8587,Kawasaki,MT1,1974
8588,Kawasaki,MT1,1975
8589,Kawasaki,Mule 2510 Diesel (KAF950),2000
8590,Kawasaki,Mule 3000 (KAF620G),2006
8591,Kawasaki,Mule 3000 (KAF620G),2007
8592,Kawasaki,Mule 3010 4x4 Diesel,2006
8593,Kawasaki,Mule 3010 4x4 Diesel,2007
8594,Kawasaki,Mule 3010 4x4 Diesel,2008
8595,Kawasaki,Mule 3010 Trans 4x4 Diesel,2007
8596,Kawasaki,Mule 3010 Trans 4x4 Diesel,2008
8597,Kawasaki,Mule 3010 Trans 4x4 Petrol,2007
8598,Kawasaki,Mule 3010 Trans 4x4 Petrol,2008
8599,Kawasaki,Mule 4010 Diesel (Power Steeering),2008
8600,Kawasaki,Mule 4010 Diesel (Power Steeering),2009
8601,Kawasaki,Mule 4010 Diesel (Power Steeering),2010
8602,Kawasaki,Mule 4010 Diesel (Power Steeering),2011
8603,Kawasaki,Mule 4010 Diesel (Power Steeering),2012
8604,Kawasaki,Mule 4010 Diesel (Power Steeering),2013
8605,Kawasaki,Mule 4010 Diesel (Power Steeering),2014
8606,Kawasaki,Mule 4010 Diesel (Power Steeering),2015
8607,Kawasaki,Mule 4010 Trans 4x4 Diesel (KAF950G),2008
8608,Kawasaki,Mule 4010 Trans 4x4 Diesel (KAF950G),2009
8609,Kawasaki,Mule 4010 Trans 4x4 Diesel (KAF950G),2010
8610,Kawasaki,Mule 4010 Trans 4x4 Diesel (KAF950G),2011
8611,Kawasaki,Mule 4010 Trans 4x4 Diesel (KAF950G),2012
8612,Kawasaki,Mule 4010 Trans 4x4 Diesel (KAF950G),2013
8613,Kawasaki,Mule 4010 Trans 4x4 Diesel (KAF950G),2014
8614,Kawasaki,Mule 4010 Trans 4x4 Diesel (KAF950G),2015
8615,Kawasaki,Mule 4010 Trans 4x4 Petrol,2009
8616,Kawasaki,MULE 600,2007
8617,Kawasaki,MULE 600,2008
8618,Kawasaki,MULE 600,2009
8619,Kawasaki,MULE 600,2010
8620,Kawasaki,MULE 600,2011
8621,Kawasaki,MULE 600,2012
8622,Kawasaki,MULE 600,2013
8623,Kawasaki,MULE 600,2014
8624,Kawasaki,MULE 600,2015
8625,Kawasaki,MULE 600,2016
8626,Kawasaki,MULE 600,2017
8627,Kawasaki,Mule 610 4x4 (KAF400),2007
8628,Kawasaki,Mule 610 4x4 (KAF400),2008
8629,Kawasaki,Mule 610 4x4 (KAF400),2009
8630,Kawasaki,Mule 610 4x4 (KAF400),2010
8631,Kawasaki,Mule 610 4x4 (KAF400),2011
8632,Kawasaki,Mule 610 4x4 (KAF400),2012
8633,Kawasaki,Mule 610 4x4 (KAF400),2013
8634,Kawasaki,Mule 610 4x4 (KAF400),2015
8635,Kawasaki,Mule 610 4x4 (KAF400),2016
8636,Kawasaki,Mule 610 4x4 XC (KAF400D),2012
8637,Kawasaki,Mule 610 4x4 XC (KAF400D),2013
8638,Kawasaki,Mule 610 4x4 XC (KAF400D),2014
8639,Kawasaki,Mule 610 4x4 XC (KAF400D),2015
8640,Kawasaki,Mule 610 4x4 XC (KAF400D),2016
8641,Kawasaki,Mule PRO-DX EPS (KAF1000E),2016
8642,Kawasaki,Mule PRO-DX EPS (KAF1000E),2017
8643,Kawasaki,Mule PRO-DXT EPS (KAF1000B),2017
8644,Kawasaki,MULE Pro-FXT EPS LE (KAF820C),2015
8645,Kawasaki,MULE Pro-FXT EPS LE (KAF820C),2016
8646,Kawasaki,MULE Pro-FXT EPS LE (KAF820C),2017
8647,Kawasaki,MULE SX (KAF400J),2017
8648,Kawasaki,Mule SX 4x4 XC (KAF400K),2017
8649,Kawasaki,Ninja 1000 ABS,2011
8650,Kawasaki,Ninja 1000 ABS,2012
8651,Kawasaki,Ninja 1000 ABS,2013
8652,Kawasaki,Ninja 1000 ABS,2014
8653,Kawasaki,Ninja 1000 ABS,2015
8654,Kawasaki,Ninja 1000 ABS,2016
8655,Kawasaki,Ninja 1000 ABS,2017
8656,Kawasaki,Ninja 250R (EX250J),2008
8657,Kawasaki,Ninja 250R (EX250J),2009
8658,Kawasaki,Ninja 250R (EX250J),2010
8659,Kawasaki,Ninja 250R (EX250J),2011
8660,Kawasaki,Ninja 250R (EX250J),2012
8661,Kawasaki,Ninja 250R Special Edition,2010
8662,Kawasaki,Ninja 250R Special Edition,2011
8663,Kawasaki,Ninja 250R Special Edition,2012
8664,Kawasaki,Ninja 300 (EX300A),2013
8665,Kawasaki,Ninja 300 (EX300A),2014
8666,Kawasaki,Ninja 300 (EX300A),2015
8667,Kawasaki,Ninja 300 (EX300A),2016
8668,Kawasaki,Ninja 300 (EX300A),2017
8669,Kawasaki,Ninja 300 ABS (EX300B),2013
8670,Kawasaki,Ninja 300 ABS (EX300B),2014
8671,Kawasaki,Ninja 300 ABS (EX300B),2016
8672,Kawasaki,Ninja 300 ABS (EX300B),2017
8673,Kawasaki,Ninja 300 ABS SE 30th Anniversary,2015
8674,Kawasaki,Ninja 300 ABS Special Edition,2013
8675,Kawasaki,Ninja 300 ABS Special Edition,2014
8676,Kawasaki,Ninja 300 ABS Special Edition,2015
8677,Kawasaki,Ninja 300 ABS Special Edition,2016
8678,Kawasaki,Ninja 300 SE ABS KRT Replica (EX300B),2016
8679,Kawasaki,Ninja 300 SE ABS KRT Replica (EX300B),2017
8680,Kawasaki,Ninja 300 SE KRT Replica (EX300A),2016
8681,Kawasaki,Ninja 300 SE KRT Replica (EX300A),2017
8682,Kawasaki,Ninja 300 Special Edition,2013
8683,Kawasaki,Ninja 300 Special Edition,2014
8684,Kawasaki,Ninja 300 Special Edition,2015
8685,Kawasaki,Ninja 650 ABS,2012
8686,Kawasaki,Ninja 650 ABS,2013
8687,Kawasaki,Ninja 650 ABS,2014
8688,Kawasaki,Ninja 650 ABS,2015
8689,Kawasaki,Ninja 650 ABS,2016
8690,Kawasaki,Ninja 650 ABS,2017
8691,Kawasaki,Ninja 650 KRT Edition (EX650K),2017
8692,Kawasaki,Ninja 650L (LAMS) ABS,2012
8693,Kawasaki,Ninja 650L (LAMS) ABS,2013
8694,Kawasaki,Ninja 650L (LAMS) ABS,2014
8695,Kawasaki,Ninja 650L (LAMS) ABS,2015
8696,Kawasaki,Ninja 650L (LAMS) ABS,2016
8697,Kawasaki,Ninja 650L (LAMS) ABS,2017
8698,Kawasaki,Ninja 650L (LAMS) KRT Edition,2017
8699,Kawasaki,Ninja 650R (EX650C),2009
8700,Kawasaki,Ninja 650R ABS,2010
8701,Kawasaki,Ninja 650R ABS,2011
8702,Kawasaki,Ninja 650R ABS,2012
8703,Kawasaki,Ninja 650RL,2009
8704,Kawasaki,Ninja 650RL,2010
8705,Kawasaki,Ninja 650RL (LAMS) ABS,2010
8706,Kawasaki,Ninja 650RL (LAMS) ABS,2011
8707,Kawasaki,Ninja 650RL (LAMS) ABS,2012
8708,Kawasaki,Ninja H2 (ZX1000N),2015
8709,Kawasaki,Ninja H2 (ZX1000N),2016
8710,Kawasaki,Ninja H2 (ZX1000N),2017
8711,Kawasaki,Ninja H2R (ZX1000P),2015
8712,Kawasaki,Ninja ZX-10R,2004
8713,Kawasaki,Ninja ZX-10R,2005
8714,Kawasaki,Ninja ZX-10R,2006
8715,Kawasaki,Ninja ZX-10R,2007
8716,Kawasaki,Ninja ZX-10R,2008
8717,Kawasaki,Ninja ZX-10R,2009
8718,Kawasaki,Ninja ZX-10R,2010
8719,Kawasaki,Ninja ZX-10R,2011
8720,Kawasaki,Ninja ZX-10R,2012
8721,Kawasaki,Ninja ZX-10R,2013
8722,Kawasaki,Ninja ZX-10R,2014
8723,Kawasaki,Ninja ZX-10R 30th Anniversary (ZX1000JF),2015
8724,Kawasaki,Ninja ZX-10R ABS,2011
8725,Kawasaki,Ninja ZX-10R ABS,2012
8726,Kawasaki,Ninja ZX-10R ABS,2013
8727,Kawasaki,Ninja ZX-10R ABS,2014
8728,Kawasaki,Ninja ZX-10R ABS,2016
8729,Kawasaki,Ninja ZX-10R ABS,2017
8730,Kawasaki,Ninja ZX-10R ABS 30th Anniversary (ZX1000K),2015
8731,Kawasaki,Ninja ZX-10R ABS 30th Anniversary (ZX1000K),2016
8732,Kawasaki,Ninja ZX-10R ABS KRT Winter Edition (ZX1000S),2016
8733,Kawasaki,Ninja ZX-10R ABS KRT Winter Edition (ZX1000S),2017
8734,Kawasaki,Ninja ZX-10R ABS SE (ZX1000KF),2015
8735,Kawasaki,Ninja ZX-10R ABS SE (ZX1000KF),2016
8736,Kawasaki,Ninja ZX-10R KRT ABS Replica,2016
8737,Kawasaki,Ninja ZX-10R KRT ABS Replica,2017
8738,Kawasaki,Ninja ZX-10R KRT Replica (ZX1000R),2016
8739,Kawasaki,Ninja ZX-10R KRT Replica (ZX1000R),2017
8740,Kawasaki,Ninja ZX-10R Special (ZX1000D),2007
8741,Kawasaki,Ninja ZX-10RR (ZX1000Z),2017
8742,Kawasaki,Ninja ZX-14,2006
8743,Kawasaki,Ninja ZX-14,2007
8744,Kawasaki,Ninja ZX-14,2008
8745,Kawasaki,Ninja ZX-14,2009
8746,Kawasaki,Ninja ZX-14,2010
8747,Kawasaki,Ninja ZX-14,2011
8748,Kawasaki,Ninja ZX-14 Special Edition,2008
8749,Kawasaki,Ninja ZX-14 Special Edition,2009
8750,Kawasaki,Ninja ZX-14R ABS (ZX1400),2012
8751,Kawasaki,Ninja ZX-14R ABS (ZX1400),2013
8752,Kawasaki,Ninja ZX-14R ABS (ZX1400),2016
8753,Kawasaki,Ninja ZX-14R ABS (ZX1400),2017
8754,Kawasaki,Ninja ZX-14R ABS Special Edition (ZX1400FA),2014
8755,Kawasaki,Ninja ZX-14R ABS Special Edition (ZX1400FA),2015
8756,Kawasaki,Ninja ZX-14R ABS Special Edition (ZX1400FB),2013
8757,Kawasaki,Ninja ZX-14R ABS Special Edition (ZX1400FB),2014
8758,Kawasaki,Ninja ZX-14R ABS Special Edition (ZX1400FB),2015
8759,Kawasaki,Ninja ZX-14R ABS Special Edition (ZX1400J),2016
8760,Kawasaki,Ninja ZX-14R ABS Special Edition (ZX1400J),2017
8761,Kawasaki,Ninja ZX-6R (636),2013
8762,Kawasaki,Ninja ZX-6R (636),2014
8763,Kawasaki,Ninja ZX-6R (636) ABS 30th Anniversary (ZX636FFFA),2015
8764,Kawasaki,Ninja ZX-6R (ZX600),1994
8765,Kawasaki,Ninja ZX-6R (ZX600),1995
8766,Kawasaki,Ninja ZX-6R (ZX600),1996
8767,Kawasaki,Ninja ZX-6R (ZX600),1997
8768,Kawasaki,Ninja ZX-6R (ZX600),1998
8769,Kawasaki,Ninja ZX-6R (ZX600),1999
8770,Kawasaki,Ninja ZX-6R (ZX600),2000
8771,Kawasaki,Ninja ZX-6R (ZX600),2001
8772,Kawasaki,Ninja ZX-6R (ZX600R),2007
8773,Kawasaki,Ninja ZX-6R (ZX600R),2008
8774,Kawasaki,Ninja ZX-6R (ZX600R),2009
8775,Kawasaki,Ninja ZX-6R (ZX600R),2010
8776,Kawasaki,Ninja ZX-6R (ZX600R),2011
8777,Kawasaki,Ninja ZX-6R (ZX600R),2012
8778,Kawasaki,Ninja ZX-6R (ZX600R),2013
8779,Kawasaki,Ninja ZX-6R (ZX600R),2014
8780,Kawasaki,Ninja ZX-6R (ZX600R),2015
8781,Kawasaki,Ninja ZX-6R (ZX600R),2016
8782,Kawasaki,Ninja ZX-6R (ZX600R),2017
8783,Kawasaki,Ninja ZX-6R (ZX636),2000
8784,Kawasaki,Ninja ZX-6R (ZX636),2001
8785,Kawasaki,Ninja ZX-6R (ZX636),2002
8786,Kawasaki,Ninja ZX-6R (ZX636),2003
8787,Kawasaki,Ninja ZX-6R (ZX636),2004
8788,Kawasaki,Ninja ZX-6R (ZX636),2005
8789,Kawasaki,Ninja ZX-6R (ZX636),2006
8790,Kawasaki,Ninja ZX-6R (ZX636),2007
8791,Kawasaki,Ninja ZX-6R (ZX636),2008
8792,Kawasaki,Ninja ZX-6R (ZX636) Special Edition,2005
8793,Kawasaki,Ninja ZX-6R (ZX636) Special Edition,2006
8794,Kawasaki,Ninja ZX-6R (ZX636) Special Edition,2007
8795,Kawasaki,Ninja ZX-6R (ZX636) Special Edition,2008
8796,Kawasaki,Ninja ZX-6R ABS (636),2013
8797,Kawasaki,Ninja ZX-6R ABS (636),2014
8798,Kawasaki,Ninja ZX-6R ABS (636),2015
8799,Kawasaki,Ninja ZX-6R ABS (636),2016
8800,Kawasaki,Ninja ZX-6R ABS (636) KRT Replica (ZX636F),2016
8801,Kawasaki,Ninja ZX-6R ABS (636) KRT Replica (ZX636F),2017
8802,Kawasaki,Ninja ZX-6R Monster Energy (ZX600R),2009
8803,Kawasaki,Ninja ZX-6R Monster Energy (ZX600R),2010
8804,Kawasaki,S2 Mach II,1972
8805,Kawasaki,Samurai,1966
8806,Kawasaki,Samurai,1967
8807,Kawasaki,Samurai,1968
8808,Kawasaki,Samurai,1969
8809,Kawasaki,Samurai,1970
8810,Kawasaki,Stockman (KL250),2001
8811,Kawasaki,Stockman (KL250),2002
8812,Kawasaki,Stockman (KL250),2004
8813,Kawasaki,Stockman (KL250),2005
8814,Kawasaki,Stockman (KL250),2006
8815,Kawasaki,Stockman (KL250),2007
8816,Kawasaki,Stockman (KL250),2008
8817,Kawasaki,Stockman (KL250),2009
8818,Kawasaki,Stockman (KL250),2010
8819,Kawasaki,Stockman (KL250),2011
8820,Kawasaki,Stockman (KL250),2012
8821,Kawasaki,Stockman (KL250),2013
8822,Kawasaki,Stockman (KL250),2014
8823,Kawasaki,Stockman (KL250),2015
8824,Kawasaki,Stockman (KL250),2016
8825,Kawasaki,Stockman (KL250),2017
8826,Kawasaki,Super Sherpa (KL250H),1999
8827,Kawasaki,Super Sherpa (KL250H),2000
8828,Kawasaki,Super Sherpa (KL250H),2001
8829,Kawasaki,Super Sherpa (KL250H),2002
8830,Kawasaki,Super Sherpa (KL250H),2003
8831,Kawasaki,Super Sherpa (KL250H),2004
8832,Kawasaki,Super Sherpa (KL250H),2005
8833,Kawasaki,Super Sherpa (KL250H),2006
8834,Kawasaki,Super Sherpa (KL250H),2007
8835,Kawasaki,Super Sherpa (KL250H),2008
8836,Kawasaki,Teryx 750 Fi 4X4 (KRF750),2008
8837,Kawasaki,Teryx 750 Fi 4X4 (KRF750),2009
8838,Kawasaki,Teryx 750 Fi 4X4 (KRF750),2010
8839,Kawasaki,Teryx 750 Fi 4X4 (KRF750),2011
8840,Kawasaki,Teryx 750 Fi 4X4 (KRF750),2012
8841,Kawasaki,Teryx 750 Fi 4X4 (KRF750),2013
8842,Kawasaki,Teryx 750 Fi 4X4 (KRF750),2014
8843,Kawasaki,Teryx 800 LE (KRF800),2014
8844,Kawasaki,Teryx 800 LE (KRF800),2015
8845,Kawasaki,Teryx 800 LE (KRF800),2016
8846,Kawasaki,Teryx 800 LE (KRF800),2017
8847,Kawasaki,Teryx4 800 LE (KRT800),2014
8848,Kawasaki,Teryx4 800 LE (KRT800),2015
8849,Kawasaki,Teryx4 800 LE (KRT800),2016
8850,Kawasaki,Teryx4 800 LE (KRT800),2017
8851,Kawasaki,Versys,2007
8852,Kawasaki,Versys,2008
8853,Kawasaki,Versys,2009
8854,Kawasaki,Versys 1000 ABS,2012
8855,Kawasaki,Versys 1000 ABS,2013
8856,Kawasaki,Versys 1000 ABS,2014
8857,Kawasaki,Versys 1000 ABS,2015
8858,Kawasaki,Versys 1000 ABS,2016
8859,Kawasaki,Versys 1000 ABS,2017
8860,Kawasaki,Versys 650 ABS,2010
8861,Kawasaki,Versys 650 ABS,2011
8862,Kawasaki,Versys 650 ABS,2012
8863,Kawasaki,Versys 650 ABS,2013
8864,Kawasaki,Versys 650 ABS,2014
8865,Kawasaki,Versys 650 ABS,2015
8866,Kawasaki,Versys 650 ABS,2016
8867,Kawasaki,Versys 650 ABS,2017
8868,Kawasaki,Versys 650L (LAMS) ABS,2010
8869,Kawasaki,Versys 650L (LAMS) ABS,2011
8870,Kawasaki,Versys 650L (LAMS) ABS,2012
8871,Kawasaki,Versys 650L (LAMS) ABS,2013
8872,Kawasaki,Versys 650L (LAMS) ABS,2014
8873,Kawasaki,Versys 650L (LAMS) ABS,2015
8874,Kawasaki,Versys 650L (LAMS) ABS,2016
8875,Kawasaki,Versys 650L (LAMS) ABS,2017
8876,Kawasaki,Versys-X 300 (KLE300C),2017
8877,Kawasaki,VN1500 Drifter,1999
8878,Kawasaki,VN1500 Drifter,2000
8879,Kawasaki,VN1500 Drifter,2001
8880,Kawasaki,VN1500 Drifter,2002
8881,Kawasaki,VN1500 Drifter,2003
8882,Kawasaki,VN1500 Nomad,1998
8883,Kawasaki,VN1500 Nomad,1999
8884,Kawasaki,VN1500 Nomad,2000
8885,Kawasaki,VN1500 Nomad,2001
8886,Kawasaki,VN1500 Nomad,2002
8887,Kawasaki,VN1500 Nomad,2003
8888,Kawasaki,VN1500 Nomad,2004
8889,Kawasaki,VN1500 Nomad,2005
8890,Kawasaki,VN1500 Nomad,2006
8891,Kawasaki,VN1500 Vulcan 88,1988
8892,Kawasaki,VN1500 Vulcan 88,1989
8893,Kawasaki,VN800 Vulcan,1995
8894,Kawasaki,VN800 Vulcan,1996
8895,Kawasaki,VN800 Vulcan,1997
8896,Kawasaki,VN800 Vulcan,1998
8897,Kawasaki,VN800 Vulcan,1999
8898,Kawasaki,VN800 Vulcan Classic,1996
8899,Kawasaki,VN800 Vulcan Classic,1997
8900,Kawasaki,VN800 Vulcan Classic,1998
8901,Kawasaki,VN800 Vulcan Classic,1999
8902,Kawasaki,VN800 Vulcan Classic,2000
8903,Kawasaki,VN800 Vulcan Classic,2001
8904,Kawasaki,VN800 Vulcan Classic,2002
8905,Kawasaki,VN800 Vulcan Classic,2003
8906,Kawasaki,VN800 Vulcan Classic,2004
8907,Kawasaki,VN800 Vulcan Classic,2005
8908,Kawasaki,VN800 Vulcan Classic,2006
8909,Kawasaki,VN800 Vulcan Classic,2007
8910,Kawasaki,Vulcan  2000,2004
8911,Kawasaki,Vulcan  2000,2005
8912,Kawasaki,Vulcan  2000,2006
8913,Kawasaki,Vulcan  2000,2007
8914,Kawasaki,Vulcan 1500  (VN1500),1994
8915,Kawasaki,Vulcan 1500  (VN1500),1995
8916,Kawasaki,Vulcan 1500  (VN1500),1996
8917,Kawasaki,Vulcan 1500  (VN1500),1997
8918,Kawasaki,Vulcan 1500  (VN1500),1998
8919,Kawasaki,Vulcan 1500  (VN1500),1999
8920,Kawasaki,Vulcan 1500 Classic (VN1500),1996
8921,Kawasaki,Vulcan 1500 Classic (VN1500),1997
8922,Kawasaki,Vulcan 1500 Classic (VN1500),1998
8923,Kawasaki,Vulcan 1500 Classic (VN1500),1999
8924,Kawasaki,Vulcan 1500 Classic (VN1500),2000
8925,Kawasaki,Vulcan 1500 Classic (VN1500),2001
8926,Kawasaki,Vulcan 1500 Classic (VN1500),2002
8927,Kawasaki,Vulcan 1500 Classic (VN1500),2003
8928,Kawasaki,Vulcan 1500 Mean Streak (VN1500P),2001
8929,Kawasaki,Vulcan 1500 Mean Streak (VN1500P),2002
8930,Kawasaki,Vulcan 1500 Mean Streak (VN1500P),2003
8931,Kawasaki,Vulcan 1500 Mean Streak (VN1500P),2004
8932,Kawasaki,Vulcan 1600 Classic (VN1600A),2003
8933,Kawasaki,Vulcan 1600 Classic (VN1600A),2004
8934,Kawasaki,Vulcan 1600 Classic (VN1600A),2005
8935,Kawasaki,Vulcan 1600 Classic (VN1600A),2006
8936,Kawasaki,Vulcan 1600 Classic (VN1600A),2007
8937,Kawasaki,Vulcan 1600 Classic (VN1600A),2008
8938,Kawasaki,Vulcan 1600 Classic (VN1600A),2009
8939,Kawasaki,Vulcan 1600 Mean Streak (VN1600B),2004
8940,Kawasaki,Vulcan 1600 Mean Streak (VN1600B),2005
8941,Kawasaki,Vulcan 1600 Mean Streak (VN1600B),2006
8942,Kawasaki,Vulcan 1600 Mean Streak (VN1600B),2007
8943,Kawasaki,Vulcan 1600 Mean Streak (VN1600B),2008
8944,Kawasaki,Vulcan 1600 Mean Streak (VN1600B),2009
8945,Kawasaki,Vulcan 1600 Nomad,2005
8946,Kawasaki,Vulcan 1600 Nomad,2006
8947,Kawasaki,Vulcan 1600 Nomad,2007
8948,Kawasaki,Vulcan 1600 Nomad,2008
8949,Kawasaki,Vulcan 1600 Nomad,2009
8950,Kawasaki,Vulcan 1700 Classic,2009
8951,Kawasaki,Vulcan 1700 Classic,2010
8952,Kawasaki,Vulcan 1700 Classic ABS,2010
8953,Kawasaki,Vulcan 1700 Classic ABS,2011
8954,Kawasaki,Vulcan 1700 Classic ABS,2012
8955,Kawasaki,Vulcan 1700 Classic ABS,2013
8956,Kawasaki,Vulcan 1700 Classic ABS,2014
8957,Kawasaki,Vulcan 1700 Classic ABS,2015
8958,Kawasaki,Vulcan 1700 Classic ABS,2016
8959,Kawasaki,Vulcan 1700 Nomad,2009
8960,Kawasaki,Vulcan 1700 Nomad,2010
8961,Kawasaki,Vulcan 1700 Nomad ABS,2010
8962,Kawasaki,Vulcan 1700 Nomad ABS,2011
8963,Kawasaki,Vulcan 1700 Nomad ABS,2012
8964,Kawasaki,Vulcan 1700 Nomad ABS,2013
8965,Kawasaki,Vulcan 1700 Nomad ABS,2014
8966,Kawasaki,Vulcan 1700 Nomad ABS,2015
8967,Kawasaki,Vulcan 1700 Vaquero ABS,2012
8968,Kawasaki,Vulcan 1700 Vaquero ABS,2013
8969,Kawasaki,Vulcan 1700 Vaquero ABS,2014
8970,Kawasaki,Vulcan 1700 Vaquero ABS,2015
8971,Kawasaki,Vulcan 1700 Vaquero ABS,2016
8972,Kawasaki,Vulcan 1700 Vaquero ABS,2017
8973,Kawasaki,Vulcan 1700 Voyager ABS,2009
8974,Kawasaki,Vulcan 1700 Voyager ABS,2010
8975,Kawasaki,Vulcan 1700 Voyager ABS,2011
8976,Kawasaki,Vulcan 1700 Voyager ABS,2012
8977,Kawasaki,Vulcan 1700 Voyager ABS,2013
8978,Kawasaki,Vulcan 1700 Voyager ABS,2014
8979,Kawasaki,Vulcan 1700 Voyager ABS,2015
8980,Kawasaki,Vulcan 2000 Classic LT(VN2000J),2006
8981,Kawasaki,Vulcan 2000 Classic LT(VN2000J),2007
8982,Kawasaki,Vulcan 2000 Classic LT(VN2000J),2008
8983,Kawasaki,Vulcan 2000 Classic LT(VN2000J),2009
8984,Kawasaki,Vulcan 750 (VN750),1985
8985,Kawasaki,Vulcan 750 (VN750),1986
8986,Kawasaki,Vulcan 750 (VN750),1987
8987,Kawasaki,Vulcan 750 (VN750),1988
8988,Kawasaki,Vulcan 900 Classic (VN900B),2005
8989,Kawasaki,Vulcan 900 Classic (VN900B),2006
8990,Kawasaki,Vulcan 900 Classic (VN900B),2007
8991,Kawasaki,Vulcan 900 Classic (VN900B),2008
8992,Kawasaki,Vulcan 900 Classic (VN900B),2009
8993,Kawasaki,Vulcan 900 Classic (VN900B),2010
8994,Kawasaki,Vulcan 900 Classic (VN900B),2011
8995,Kawasaki,Vulcan 900 Classic (VN900B),2012
8996,Kawasaki,Vulcan 900 Classic (VN900B),2013
8997,Kawasaki,Vulcan 900 Classic (VN900B),2014
8998,Kawasaki,Vulcan 900 Classic (VN900B),2015
8999,Kawasaki,Vulcan 900 Classic (VN900B),2016
9000,Kawasaki,Vulcan 900 Classic (VN900B),2017
9001,Kawasaki,Vulcan 900 Classic Special Edition (VN900B),2011
9002,Kawasaki,Vulcan 900 Classic Special Edition (VN900B),2014
